ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
16497,simple,,,"Julie Damhus - ODA kop med hank (rosa)",1,0,visible,,"Smukke keramik krus håndlavet i stentøj af Julie Damhus.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,-1,,0,0,,,,,0,,,350,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus",,"https://www.1x1textil.dk/wp-content/uploads/2020/05/Kop-Hank02.jpg, https://www.1x1textil.dk/wp-content/uploads/2019/05/Miljoe1-300x300-1.jpg",,,,,,,,,661,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
18692,simple,,,"Julie Damhus - ODA krus med hank - Lilla",1,0,visible,,"Smukke keramik krus håndlavet i stentøj af Julie Damhus.
\n
\n<span lang=""da"">Hvert krus er designet og håndlavet i Danmark. Farven kan variere fra billedet, da hvert element er unikt.</span>
\n
\n<span lang=""da"">Mål: H: 7-8 cm., D: 7,5-8,5 cm.</span>
\n
\nTåler opvaskemaskine
\n
\nBemærk at prisen er pr. stk.
\n
\n<strong>Der er meget få krus på lager, men <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a> og hør hvilke.</strong>
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,3,,0,0,,,,,0,,,350,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus",,"https://www.1x1textil.dk/wp-content/uploads/2020/05/images.jpeg, https://www.1x1textil.dk/wp-content/uploads/2019/05/IMG_3864-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2019/05/Miljoe1-300x300-1.jpg",,,,,,,,,667,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
18702,simple,,,"Julie Damhus - ODA kop med hank (mint)",1,0,visible,,"Smukke keramik krus håndlavet i stentøj af Julie Damhus.
\n
\n<span lang=""da"">Hvert krus er designet og håndlavet i Danmark. Farven kan variere fra billedet, da hvert element er unikt.</span>
\n
\n<span lang=""da"">Mål: H: 7-8 cm., D: 7,5-8,5 cm.</span>
\n
\nTåler opvaskemaskine
\n
\nBemærk at prisen er pr. stk.
\n
\n<strong>Der er meget få krus på lager, men <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a> og hør hvilke.</strong>
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,5,,0,0,,,,,0,,,350,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus",,"https://www.1x1textil.dk/wp-content/uploads/2020/05/Kop-Hank03.jpg, https://www.1x1textil.dk/wp-content/uploads/2019/05/Miljoe1-300x300-1.jpg",,,,,,,,,663,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19596,simple,,,"Julie Damhus - TOTO kop (brun)",1,0,visible,,"<span lang=""da"">Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nKoppen er med sin hank til dig der foretrækker funktionalitet eller har følsomme hænder. Bunden af koppen er formet så den nemt kan stables.Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.</span>
\n
\nMateriale: stentøj.
\nHøjde 8 cm. / Diameteren 8,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,0,,0,0,,,,,0,,,225,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, toto cup, toto keramik",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Brun_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/FK_Julie_Damhus_Kop.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/CD418F1E-6310-4535-BF3C-6BCABE59104D.jpeg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Brun.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Brun_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Brun_20.jpg",,,,,,,,,694,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19597,simple,,,"Julie Damhus - TOTO kop (lyserød)",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nKoppen er med sin hank til dig der foretrækker funktionalitet eller har følsomme hænder. Bunden af koppen er formet så den nemt kan stables.Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMateriale: stentøj.
\nHøjde 8 cm. / Diameteren 8,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at kontakte butikken, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,1,,0,0,,,,,0,,,225,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, toto cup, toto keramik",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Rosa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/CD418F1E-6310-4535-BF3C-6BCABE59104D.jpeg, https://www.1x1textil.dk/wp-content/uploads/2020/10/FK_Julie_Damhus_Kop.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Brun.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Rosa_20.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Rosa_21.jpg",,,,,,,,,695,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19598,simple,,,"Julie Damhus - TOTO kop (mint)",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nKoppen er med sin hank til dig der foretrækker funktionalitet eller har følsomme hænder. Bunden af koppen er formet så den nemt kan stables.Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMateriale: stentøj.
\nHøjde 8 cm. / Diameteren 8,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at kontakte butikken, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,-3,,0,0,,,,,0,,,225,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, toto cup, toto keramik",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Mint_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/FK_Julie_Damhus_Kop.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/CD418F1E-6310-4535-BF3C-6BCABE59104D.jpeg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Kopper_Mint_20.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Mint_21.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Rosa_21.jpg",,,,,,,,,696,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19599,simple,,,"Julie Damhus - TOTO cup - Blue",1,0,visible,,"Toto serien er lavet med stor kærlighed til keramik og funktionalitet, og du kan nemt blande den med Oda-samlingen. Hver vare er dansk design og fremstillet på et værksted i Polen. Med sit minimalistiske design og smukt varierende glasur har koppen et helt unikt udtryk.
\nKoppen er med sin hank til dig der foretrækker funktionalitet eller har følsomme hænder. Bunden af koppen er formet så den nemt kan stables.Farven kan variere fra billedet. Fotos er kun vejledende, da hvert element er unikt.
\n
\nMateriale: stentøj.
\nHøjde 8 cm. / Diameteren 8,5 cm.
\n
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at kontakte butikken, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,6,,0,0,,,,,0,,,225,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus TOTO Kop, Keramik, Keramikkopper, Kunsthåndværkere","Ceramic cups, ceramic mug, Ceramics, cup, Julie Damhus, Julie Damhus cup, mug, toto ceramics, toto cup",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Blaa_1.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kollektionen_7.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Blaa_2.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/Julie_Damhus_Toto_Kop_Blaa_6.jpg",,,,,,,,,693,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19607,simple,,,"Julie Damhus - Oda kop - Mini, rosa",1,0,visible,,"<p class=""p1"">Julie Damhus Oda mini kop.</p>
\n<p class=""p1"">Koppen er i første omgang tænkt som en espresso kop, da vi har fået mange forespørgsler på en sådan med hank. Derfor har vi skaleret den populære Oda kop ned til en dertil passende størrelse.</p>
\n<p class=""p1"">Yderligere er det den perfekte børnekop som matcher mor og fars kaffekopper.</p>
\n<p class=""p1"">Kopperne kommer i alle 5 kendte Julie Damhus farver; rosa, mint, brun, blå og lilla.</p>
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,0,0,,0,0,,,,,0,,,250,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, Oda mini",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/2A6CEDA1-71F3-4528-BC6D-E14AC69745D5-40FCF6D3-A26E-4E9F-A6CF-B6D89852E625-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/C87BFDC9-96DB-4616-901C-10CEA8DB30E2-13423ADD-16C6-4AD1-9F49-AF890BCE0121-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/3B30D1D2-C893-42FE-A040-2757BDF91B53-AAA59EF5-E91F-493F-AE9B-1EABE047F6D4-1-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/2BCD7105-6721-4368-AC84-9C27CD538311-615DA8E0-2064-40C3-AF93-C2F28E524CC9-scaled.jpg",,,,,,,,,660,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19612,simple,,,"Julie Damhus - Oda kop - Mini, mint",1,0,visible,,"<p class=""p1"">Julie Damhus Oda mini kop.</p>
\n<p class=""p1"">Koppen er i første omgang tænkt som en espresso kop, da vi har fået mange forespørgsler på en sådan med hank. Derfor har vi skaleret den populære Oda kop ned til en dertil passende størrelse.</p>
\n<p class=""p1"">Yderligere er det den perfekte børnekop som matcher mor og fars kaffekopper.</p>
\n<p class=""p1"">Kopperne kommer i alle 5 kendte Julie Damhus farver; rosa, mint, brun, blå og lilla.</p>
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,1,,0,0,,,,,0,,,250,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramik, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, Oda mini",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/C87BFDC9-96DB-4616-901C-10CEA8DB30E2-13423ADD-16C6-4AD1-9F49-AF890BCE0121-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/3B30D1D2-C893-42FE-A040-2757BDF91B53-AAA59EF5-E91F-493F-AE9B-1EABE047F6D4-1-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/2BCD7105-6721-4368-AC84-9C27CD538311-615DA8E0-2064-40C3-AF93-C2F28E524CC9-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/2A6CEDA1-71F3-4528-BC6D-E14AC69745D5-40FCF6D3-A26E-4E9F-A6CF-B6D89852E625-scaled.jpg",,,,,,,,,659,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19613,simple,,,"Julie Damhus - Oda kop - Mini, blå",1,0,visible,,"<p class=""p1"">Julie Damhus Oda mini kop.</p>
\n<p class=""p1"">Koppen er i første omgang tænkt som en espresso kop, da vi har fået mange forespørgsler på en sådan med hank. Derfor har vi skaleret den populære Oda kop ned til en dertil passende størrelse.</p>
\n<p class=""p1"">Yderligere er det den perfekte børnekop som matcher mor og fars kaffekopper.</p>
\n<p class=""p1"">Kopperne kommer i alle 5 kendte Julie Damhus farver; rosa, mint, brun, blå og lilla.</p>
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
\nMen man er selvfølgelig altid velkommen til at <a href=""https://www.1x1textil.dk/kontakt-os/"" target=""_blank"" rel=""noopener noreferrer"">kontakte butikken</a>, hvis man har særlige ønsker, hvor Helene vil være behjælpelig med personlig betjening pr. mail eller telefon.",,,taxable,,1,1,,0,0,,,,,0,,,250,"Produkter > - Alle varer, Kunsthåndværkere > Julie Damhus, Kunsthåndværkere > Julie Damhus > Julie Damhus ODA Kop, Keramikkopper, Kunsthåndværkere","Julie Damhus, Julie Damhus kop, Keramik, Keramik kopper, keramik krus, kop, krus, Oda mini",,"https://www.1x1textil.dk/wp-content/uploads/2020/10/3B30D1D2-C893-42FE-A040-2757BDF91B53-AAA59EF5-E91F-493F-AE9B-1EABE047F6D4-1-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/3B30D1D2-C893-42FE-A040-2757BDF91B53-AAA59EF5-E91F-493F-AE9B-1EABE047F6D4-1-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/2BCD7105-6721-4368-AC84-9C27CD538311-615DA8E0-2064-40C3-AF93-C2F28E524CC9-scaled.jpg, https://www.1x1textil.dk/wp-content/uploads/2020/10/2A6CEDA1-71F3-4528-BC6D-E14AC69745D5-40FCF6D3-A26E-4E9F-A6CF-B6D89852E625-scaled.jpg",,,,,,,,,655,,Brand,"Julie Damhus",1,1,Kunstner,"Julie Damhus",1,1,,,,
19614,simple,,,"Julie Damhus - Oda kop - Mini, brun",1,0,visible,,"<p class=""p1"">Julie Damhus Oda mini kop.</p>
\n<p class=""p1"">Koppen er i første omgang tænkt som en espresso kop, da vi har fået mange forespørgsler på en sådan med hank. Derfor har vi skaleret den populære Oda kop ned til en dertil passende størrelse.</p>
\n<p class=""p1"">Yderligere er det den perfekte børnekop som matcher mor og fars kaffekopper.</p>
\n<p class=""p1"">Kopperne kommer i alle 5 kendte Julie Damhus farver; rosa, mint, brun, blå og lilla.</p>
\nTåler opvaskemaskine.
\n
\nBemærk at prisen er pr. stk.
\n
\nTil hver enkelt ordre bliver kunsthåndværket og keramikken som udgangspunkt særligt udvalgt og sammensat efter Helene Vonsilds ekspertise.
